"SubjectID","Activity","Feature","Average"
1,"WalkingDownstairs","timeGravityAccStdY",-0.937018658979592
1,"WalkingDownstairs","timeGravityAccStdZ",-0.895939695102041
1,"WalkingDownstairs","timeBodyAccJerkMeanX",0.0541553164897959
1,"WalkingDownstairs","timeBodyAccJerkMeanY",0.0296504490408163
1,"WalkingDownstairs","timeBodyAccJerkMeanZ",-0.0109719730183673
1,"WalkingDownstairs","timeBodyAccJerkStdX",-0.012283860544898
1,"WalkingDownstairs","timeBodyAccJerkStdY",-0.101601390640816
1,"WalkingDownstairs","timeBodyAccJerkStdZ",-0.345735032326531
1,"WalkingDownstairs","timeBodyGyroMeanX",-0.0350781902989796
1,"WalkingDownstairs","timeBodyGyroMeanY",-0.0909371290204082
1,"WalkingDownstairs","timeBodyGyroMeanZ",0.0900850142030612
1,"WalkingDownstairs","timeBodyGyroStdX",-0.458030542938775
1,"WalkingDownstairs","timeBodyGyroStdY",-0.126349194938775
1,"WalkingDownstairs","timeBodyGyroStdZ",-0.124702454242857
1,"WalkingDownstairs","timeBodyGyroJerkMeanX",-0.0739592036271429
1,"WalkingDownstairs","timeBodyGyroJerkMeanY",-0.0439902783367347
1,"WalkingDownstairs","timeBodyGyroJerkMeanZ",-0.0270461061061224
1,"WalkingDownstairs","timeBodyGyroJerkStdX",-0.487027342244898
1,"WalkingDownstairs","timeBodyGyroJerkStdY",-0.238824827530612
1,"WalkingDownstairs","timeBodyGyroJerkStdZ",-0.268761480242857
1,"WalkingDownstairs","timeBodyAccMagMean",0.0271882914106122
1,"WalkingDownstairs","timeBodyAccMagStd",0.0198843506265306
1,"WalkingDownstairs","timeGravityAccMagMean",0.0271882914106122
1,"WalkingDownstairs","timeGravityAccMagStd",0.0198843506265306
1,"WalkingDownstairs","timeBodyAccJerkMagMean",-0.0894474807979592
1,"WalkingDownstairs","timeBodyAccJerkMagStd",-0.0257877197081633
1,"WalkingDownstairs","timeBodyGyroMagMean",-0.0757412543673469
1,"WalkingDownstairs","timeBodyGyroMagStd",-0.225724368061224
1,"WalkingDownstairs","timeBodyGyroJerkMagMean",-0.295463843346939
1,"WalkingDownstairs","timeBodyGyroJerkMagStd",-0.306510645530612
1,"WalkingDownstairs","freqBodyAccMeanX",0.0382291831510204
1,"WalkingDownstairs","freqBodyAccMeanY",0.00154990783591837
1,"WalkingDownstairs","freqBodyAccMeanZ",-0.225574471693878
1,"WalkingDownstairs","freqBodyAccStdX",0.0243308391387755
1,"WalkingDownstairs","freqBodyAccStdY",-0.112963739953061
1,"WalkingDownstairs","freqBodyAccStdZ",-0.297927894693878
1,"WalkingDownstairs","freqBodyAccJerkMeanX",-0.0276638676122449
1,"WalkingDownstairs","freqBodyAccJerkMeanY",-0.12866715764898
1,"WalkingDownstairs","freqBodyAccJerkMeanZ",-0.288334735714286
1,"WalkingDownstairs","freqBodyAccJerkStdX",-0.0863278966402041
1,"WalkingDownstairs","freqBodyAccJerkStdY",-0.134580008877551
1,"WalkingDownstairs","freqBodyAccJerkStdZ",-0.401721464285714
1,"WalkingDownstairs","freqBodyGyroMeanX",-0.352449631363265
1,"WalkingDownstairs","freqBodyGyroMeanY",-0.0557022524693878
1,"WalkingDownstairs","freqBodyGyroMeanZ",-0.0318694271979592
1,"WalkingDownstairs","freqBodyGyroStdX",-0.495422486102041
1,"WalkingDownstairs","freqBodyGyroStdY",-0.181414728657143
1,"WalkingDownstairs","freqBodyGyroStdZ",-0.238443565306122
1,"WalkingDownstairs","freqBodyAccMagMean",0.0965845343040816
1,"WalkingDownstairs","freqBodyAccMagStd",-0.186530301073469
1,"WalkingDownstairs","freqBodyAccJerkMagMean",0.0262184949326531
1,"WalkingDownstairs","freqBodyAccJerkMagStd",-0.104052260726531
1,"WalkingDownstairs","freqBodyGyroMagMean",-0.185720285744898
1,"WalkingDownstairs","freqBodyGyroMagStd",-0.398350390122449
1,"WalkingDownstairs","freqBodyGyroJerkMagMean",-0.281963359177551
1,"WalkingDownstairs","freqBodyGyroJerkMagStd",-0.391919876612245
1,"Sitting","timeBodyAccMeanX",0.261237565425532
1,"Sitting","timeBodyAccMeanY",-0.00130828765170213
1,"Sitting","timeBodyAccMeanZ",-0.104544182255319
1,"Sitting","timeBodyAccStdX",-0.977229008297872
1,"Sitting","timeBodyAccStdY",-0.922618641914894
1,"Sitting","timeBodyAccStdZ",-0.93958629106383
1,"Sitting","timeGravityAccMeanX",0.831509933404255
1,"Sitting","timeGravityAccMeanY",0.204411592680851
1,"Sitting","timeGravityAccMeanZ",0.332043702765957
1,"Sitting","timeGravityAccStdX",-0.968457145744681
1,"Sitting","timeGravityAccStdY",-0.935517055957447
1,"Sitting","timeGravityAccStdZ",-0.949040933191489
1,"Sitting","timeBodyAccJerkMeanX",0.0774825199574468
1,"Sitting","timeBodyAccJerkMeanY",-0.000619102785106384
1,"Sitting","timeBodyAccJerkMeanZ",-0.00336779235021277
1,"Sitting","timeBodyAccJerkStdX",-0.986430711276596
1,"Sitting","timeBodyAccJerkStdY",-0.981371965319149
1,"Sitting","timeBodyAccJerkStdZ",-0.987910804468085
1,"Sitting","timeBodyGyroMeanX",-0.045350056512766
1,"Sitting","timeBodyGyroMeanY",-0.0919241549361702
1,"Sitting","timeBodyGyroMeanZ",0.0629313811914894
1,"Sitting","timeBodyGyroStdX",-0.977211283191489
1,"Sitting","timeBodyGyroStdY",-0.966473895319149
1,"Sitting","timeBodyGyroStdZ",-0.941425920851064
1,"Sitting","timeBodyGyroJerkMeanX",-0.0936793807234043
1,"Sitting","timeBodyGyroJerkMeanY",-0.0402118124255319
1,"Sitting","timeBodyGyroJerkMeanZ",-0.046702627
1,"Sitting","timeBodyGyroJerkStdX",-0.99173159212766
1,"Sitting","timeBodyGyroJerkStdY",-0.989518068510638
1,"Sitting","timeBodyGyroJerkStdZ",-0.987935806382979
1,"Sitting","timeBodyAccMagMean",-0.948536786170213
1,"Sitting","timeBodyAccMagStd",-0.927078418723404
1,"Sitting","timeGravityAccMagMean",-0.948536786170213
1,"Sitting","timeGravityAccMagStd",-0.927078418723404
1,"Sitting","timeBodyAccJerkMagMean",-0.987364195531915
1,"Sitting","timeBodyAccJerkMagStd",-0.984120024042553
1,"Sitting","timeBodyGyroMagMean",-0.93089249
1,"Sitting","timeBodyGyroMagStd",-0.934531840425532
1,"Sitting","timeBodyGyroJerkMagMean",-0.991976341276596
1,"Sitting","timeBodyGyroJerkMagStd",-0.988308728510638
1,"Sitting","freqBodyAccMeanX",-0.979641238723404
1,"Sitting","freqBodyAccMeanY",-0.944084550425532
1,"Sitting","freqBodyAccMeanZ",-0.959184889148936
1,"Sitting","freqBodyAccStdX",-0.976412313191489
1,"Sitting","freqBodyAccStdY",-0.917275006382979
1,"Sitting","freqBodyAccStdZ",-0.934469558085106
1,"Sitting","freqBodyAccJerkMeanX",-0.986597022553191
1,"Sitting","freqBodyAccJerkMeanY",-0.981579467021277
1,"Sitting","freqBodyAccJerkMeanZ",-0.986053092340425
1,"Sitting","freqBodyAccJerkStdX",-0.987492994468085
1,"Sitting","freqBodyAccJerkStdY",-0.982513909574468
1,"Sitting","freqBodyAccJerkStdZ",-0.988339184893617
1,"Sitting","freqBodyGyroMeanX",-0.976161464042553
1,"Sitting","freqBodyGyroMeanY",-0.975838585319149
1,"Sitting","freqBodyGyroMeanZ",-0.951315544468085
1,"Sitting","freqBodyGyroStdX",-0.977904227021277
1,"Sitting","freqBodyGyroStdY",-0.962345042553192
1,"Sitting","freqBodyGyroStdZ",-0.94391784106383
1,"Sitting","freqBodyAccMagMean",-0.947782922553192
1,"Sitting","freqBodyAccMagStd",-0.928444801702128
1,"Sitting","freqBodyAccJerkMagMean",-0.985262126808511
1,"Sitting","freqBodyAccJerkMagStd",-0.981606177446808
1,"Sitting","freqBodyGyroMagMean",-0.958435589361702
1,"Sitting","freqBodyGyroMagStd",-0.932198374893617
1,"Sitting","freqBodyGyroJerkMagMean",-0.989797547234043
1,"Sitting","freqBodyGyroJerkMagStd",-0.987049617234043
1,"Standing","timeBodyAccMeanX",0.278917629056604
1,"Standing","timeBodyAccMeanY",-0.0161375901037736
1,"Standing","timeBodyAccMeanZ",-0.110601817735849
1,"Standing","timeBodyAccStdX",-0.995759901509434
1,"Standing","timeBodyAccStdY",-0.973190056415094
1,"Standing","timeBodyAccStdZ",-0.979775876981132
1,"Standing","timeGravityAccMeanX",0.942952000377358
1,"Standing","timeGravityAccMeanY",-0.272983832264151
1,"Standing","timeGravityAccMeanZ",0.0134905823226415
1,"Standing","timeGravityAccStdX",-0.99376298509434
1,"Standing","timeGravityAccStdY",-0.981225957924528
1,"Standing","timeGravityAccStdZ",-0.976324063584906
1,"Standing","timeBodyAccJerkMeanX",0.0753766542264151
1,"Standing","timeBodyAccJerkMeanY",0.00797573092830189
1,"Standing","timeBodyAccJerkMeanZ",-0.00368524954709434
1,"Standing","timeBodyAccJerkStdX",-0.994604542264151
1,"Standing","timeBodyAccJerkStdY",-0.98564873245283
1,"Standing","timeBodyAccJerkStdZ",-0.992251177358491
1,"Standing","timeBodyGyroMeanX",-0.0239877347979245
1,"Standing","timeBodyGyroMeanY",-0.0593972209811321
1,"Standing","timeBodyGyroMeanZ",0.074800751
1,"Standing","timeBodyGyroStdX",-0.987191946603774
1,"Standing","timeBodyGyroStdY",-0.98773444
1,"Standing","timeBodyGyroStdZ",-0.980645626981132
1,"Standing","timeBodyGyroJerkMeanX",-0.0996092129056604
1,"Standing","timeBodyGyroJerkMeanY",-0.0440627877924528
1,"Standing","timeBodyGyroJerkMeanZ",-0.0489505466716981
1,"Standing","timeBodyGyroJerkStdX",-0.992945106981132
1,"Standing","timeBodyGyroJerkStdY",-0.995137917358491
1,"Standing","timeBodyGyroJerkStdZ",-0.992108467169811
1,"Standing","timeBodyAccMagMean",-0.984278207358491
1,"Standing","timeBodyAccMagStd",-0.981942928867925
1,"Standing","timeGravityAccMagMean",-0.984278207358491
1,"Standing","timeGravityAccMagStd",-0.981942928867925
1,"Standing","timeBodyAccJerkMagMean",-0.992367790566038
1,"Standing","timeBodyAccJerkMagStd",-0.993096209433962
1,"Standing","timeBodyGyroMagMean",-0.976493792830189
1,"Standing","timeBodyGyroMagStd",-0.978690028679245
1,"Standing","timeBodyGyroJerkMagMean",-0.994966790566038
1,"Standing","timeBodyGyroJerkMagStd",-0.994733238679245
1,"Standing","freqBodyAccMeanX",-0.995249932641509
1,"Standing","freqBodyAccMeanY",-0.977070847735849
1,"Standing","freqBodyAccMeanZ",-0.985297098679245
1,"Standing","freqBodyAccStdX",-0.99602834509434
1,"Standing","freqBodyAccStdY",-0.972293102075472
1,"Standing","freqBodyAccStdZ",-0.977937259622642
1,"Standing","freqBodyAccJerkMeanX",-0.994630797358491
1,"Standing","freqBodyAccJerkMeanY",-0.985418704528302
1,"Standing","freqBodyAccJerkMeanZ",-0.990752166037736
1,"Standing","freqBodyAccJerkStdX",-0.995073759245283
1,"Standing","freqBodyAccJerkStdY",-0.987018226792453
1,"Standing","freqBodyAccJerkStdZ",-0.992349818113208
1,"Standing","freqBodyGyroMeanX",-0.986386786037736
1,"Standing","freqBodyGyroMeanY",-0.988984455849057
1,"Standing","freqBodyGyroMeanZ",-0.980773122830189
1,"Standing","freqBodyGyroStdX",-0.987497128679245
1,"Standing","freqBodyGyroStdY",-0.987107727735849
1,"Standing","freqBodyGyroStdZ",-0.98234533
1,"Standing","freqBodyAccMagMean",-0.985356361132075
1,"Standing","freqBodyAccMagStd",-0.982313804716981
1,"Standing","freqBodyAccJerkMagMean",-0.99254247754717
1,"Standing","freqBodyAccJerkMagStd",-0.992536003396226
1,"Standing","freqBodyGyroMagMean",-0.984617623396226
1,"Standing","freqBodyGyroMagStd",-0.978466072075472
1,"Standing","freqBodyGyroJerkMagMean",-0.994815376981132
1,"Standing","freqBodyGyroJerkMagStd",-0.994671123207547
1,"Lying","timeBodyAccMeanX",0.22159824394
1,"Lying","timeBodyAccMeanY",-0.0405139534294
1,"Lying","timeBodyAccMeanZ",-0.11320355358
1,"Lying","timeBodyAccStdX",-0.9280564692
1,"Lying","timeBodyAccStdY",-0.83682740562
1,"Lying","timeBodyAccStdZ",-0.826061401628
1,"Lying","timeGravityAccMeanX",-0.24888179828
1,"Lying","timeGravityAccMeanY",0.70554977346
1,"Lying","timeGravityAccMeanZ",0.4458177198
1,"Lying","timeGravityAccStdX",-0.8968300184
1,"Lying","timeGravityAccStdY",-0.90772000676
1,"Lying","timeGravityAccStdZ",-0.85236629022
1,"Lying","timeBodyAccJerkMeanX",0.0810865342
1,"Lying","timeBodyAccJerkMeanY",0.0038382040088
1,"Lying","timeBodyAccJerkMeanZ",0.010834236361
1,"Lying","timeBodyAccJerkStdX",-0.958482112
1,"Lying","timeBodyAccJerkStdY",-0.9241492736
1,"Lying","timeBodyAccJerkStdZ",-0.9548551108
1,"Lying","timeBodyGyroMeanX",-0.016553093978
1,"Lying","timeBodyGyroMeanY",-0.064486124088
1,"Lying","timeBodyGyroMeanZ",0.14868943626
1,"Lying","timeBodyGyroStdX",-0.87354386782
1,"Lying","timeBodyGyroStdY",-0.9510904402
1,"Lying","timeBodyGyroStdZ",-0.9082846626
1,"Lying","timeBodyGyroJerkMeanX",-0.107270949192
1,"Lying","timeBodyGyroJerkMeanY",-0.04151728689
1,"Lying","timeBodyGyroJerkMeanZ",-0.0740501211
1,"Lying","timeBodyGyroJerkStdX",-0.9186085208
1,"Lying","timeBodyGyroJerkStdY",-0.9679072436
1,"Lying","timeBodyGyroJerkStdZ",-0.9577901596
1,"Lying","timeBodyAccMagMean",-0.8419291525
1,"Lying","timeBodyAccMagStd",-0.79514486386
1,"Lying","timeGravityAccMagMean",-0.8419291525
1,"Lying","timeGravityAccMagStd",-0.79514486386
1,"Lying","timeBodyAccJerkMagMean",-0.9543962646
1,"Lying","timeBodyAccJerkMagStd",-0.9282456284
1,"Lying","timeBodyGyroMagMean",-0.874759548
1,"Lying","timeBodyGyroMagStd",-0.81901016976
1,"Lying","timeBodyGyroJerkMagMean",-0.96346103
1,"Lying","timeBodyGyroJerkMagStd",-0.9358409828
1,"Lying","freqBodyAccMeanX",-0.9390990524
1,"Lying","freqBodyAccMeanY",-0.86706520518
1,"Lying","freqBodyAccMeanZ",-0.8826668762
1,"Lying","freqBodyAccStdX",-0.9244374346
1,"Lying","freqBodyAccStdY",-0.8336255561
1,"Lying","freqBodyAccStdZ",-0.81289155944
1,"Lying","freqBodyAccJerkMeanX",-0.9570738838
1,"Lying","freqBodyAccJerkMeanY",-0.9224626098
1,"Lying","freqBodyAccJerkMeanZ",-0.9480609042
1,"Lying","freqBodyAccJerkStdX",-0.9641607086
1,"Lying","freqBodyAccJerkStdY",-0.9322178704
1,"Lying","freqBodyAccJerkStdZ",-0.9605869872
1,"Lying","freqBodyGyroMeanX",-0.850249174586
1,"Lying","freqBodyGyroMeanY",-0.9521914948
1,"Lying","freqBodyGyroMeanZ",-0.909302721
1,"Lying","freqBodyGyroStdX",-0.8822964508
1,"Lying","freqBodyGyroStdY",-0.9512320494
1,"Lying","freqBodyGyroStdZ",-0.9165825082
1,"Lying","freqBodyAccMagMean",-0.8617676481
1,"Lying","freqBodyAccMagStd",-0.7983009404
1,"Lying","freqBodyAccJerkMagMean",-0.9333003608
1,"Lying","freqBodyAccJerkMagStd",-0.9218039756
1,"Lying","freqBodyGyroMagMean",-0.8621901854
1,"Lying","freqBodyGyroMagStd",-0.82431943968
1,"Lying","freqBodyGyroJerkMagMean",-0.9423669466
1,"Lying","freqBodyGyroJerkMagStd",-0.9326606676
2,"Walking","timeBodyAccMeanX",0.276426586440678
2,"Walking","timeBodyAccMeanY",-0.0185949199145763
2,"Walking","timeBodyAccMeanZ",-0.105500357966102
2,"Walking","timeBodyAccStdX",-0.423642838474576
2,"Walking","timeBodyAccStdY",-0.0780912533118644
2,"Walking","timeBodyAccStdZ",-0.425257524915254
2,"Walking","timeGravityAccMeanX",0.91301733338983
2,"Walking","timeGravityAccMeanY",-0.34660709
2,"Walking","timeGravityAccMeanZ",0.0847270871186441
2,"Walking","timeGravityAccStdX",-0.972693201355932
2,"Walking","timeGravityAccStdY",-0.972116879661017
2,"Walking","timeGravityAccStdZ",-0.972072847627119
2,"Walking","timeBodyAccJerkMeanX",0.0618080696279661
2,"Walking","timeBodyAccJerkMeanY",0.0182492679288136
2,"Walking","timeBodyAccJerkMeanZ",0.00789533706610169
2,"Walking","timeBodyAccJerkStdX",-0.277530462620339
2,"Walking","timeBodyAccJerkStdY",-0.0166022362847458
2,"Walking","timeBodyAccJerkStdZ",-0.586090418983051
2,"Walking","timeBodyGyroMeanX",-0.0530258157347458
2,"Walking","timeBodyGyroMeanY",-0.0482382316949153
2,"Walking","timeBodyGyroMeanZ",0.0828336633220339
2,"Walking","timeBodyGyroStdX",-0.561550255762712
2,"Walking","timeBodyGyroStdY",-0.53845366779661
2,"Walking","timeBodyGyroStdZ",-0.481085535084746
2,"Walking","timeBodyGyroJerkMeanX",-0.0818833429152542
2,"Walking","timeBodyGyroJerkMeanY",-0.0538299449067797
2,"Walking","timeBodyGyroJerkMeanZ",-0.0514939156830508
2,"Walking","timeBodyGyroJerkStdX",-0.389549831525424
2,"Walking","timeBodyGyroJerkStdY",-0.634140436101695
2,"Walking","timeBodyGyroJerkStdZ",-0.435492677288136
2,"Walking","timeBodyAccMagMean",-0.290407593728814
2,"Walking","timeBodyAccMagStd",-0.422544169322034
2,"Walking","timeGravityAccMagMean",-0.290407593728814
2,"Walking","timeGravityAccMagStd",-0.422544169322034
2,"Walking","timeBodyAccJerkMagMean",-0.281424153881356
2,"Walking","timeBodyAccJerkMagStd",-0.164150985127119
2,"Walking","timeBodyGyroMagMean",-0.446549092881356
2,"Walking","timeBodyGyroMagStd",-0.553019916271186
2,"Walking","timeBodyGyroJerkMagMean",-0.547911950338983
2,"Walking","timeBodyGyroJerkMagStd",-0.557798151355932
2,"Walking","freqBodyAccMeanX",-0.346048161016949
2,"Walking","freqBodyAccMeanY",-0.0219048103322034
2,"Walking","freqBodyAccMeanZ",-0.453806369830508
2,"Walking","freqBodyAccStdX",-0.457651383728814
2,"Walking","freqBodyAccStdY",-0.16921968620339
2,"Walking","freqBodyAccStdZ",-0.455222146440678
2,"Walking","freqBodyAccJerkMeanX",-0.304615322881356
2,"Walking","freqBodyAccJerkMeanY",-0.0787640836610169
2,"Walking","freqBodyAccJerkMeanZ",-0.554956709661017
2,"Walking","freqBodyAccJerkStdX",-0.31431306340678
